"nombre","simbolo","mercado","ultimo","compra","venta","horario_ampliado","horario_ampliado_%","apertura","anterior","maximo","minimo","var","%_var","vol","fecha_prox_resultados","hora","cap_mercado","ganancia","vol_promedio_3m","bpa","per","beta","dividendo","rendimiento","5_minutos","15_minutos","30_minutos","1_hora","5_horas","diario","semanal","mensual","diario","semanal","mensual","anual","1_anio","3_anios"
"Fibra Plus REIT","FPLUS16.MX","MX","11.48","10.82","11.48","--","--","10.82","11.15","11.48","10.82","+0.33","+2.96%","392","--","12:50:48","4,280,000,000","107,480,000","42,837","0.04","249.72","0.44","-","-","Compra","Compra","Compra","Compra fuerte","Compra","Neutral","Neutral","Venta fuerte","2.96%","-0.09%","-8.09%","-4.33%","-22.95%","-23.72%"
"Fibra Shop Portafolios Inmobiliarios SAPI de CV","FSHOP13.MX","MX","8.500","8.490","8.500","--","--","8.780","8.780","8.780","8.450","-0.280","-3.19%","31,466","27.04.2020","13:05:15","3,480,000,000","1,620,000,000","743,895","1.17","7.5","0.51","0.88","10.14%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.19%","-2.19%","-14.31%","-10.05%","10.25%","-35.41%"
"CI Banco SA Institucion de Banca Multiple FF/00939","TERRA13.MX","MX","24.820","24.810","24.820","--","--","24.990","25.160","24.990","23.510","-0.340","-1.35%","789,048","23.04.2020","13:11:00","19,490,000,000","6,060,000,000","1,173,883","3.66","6.87","0.74","2.88","9.28%","Neutral","Compra fuerte","Neutral","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","-2.11%","7.09%","-15.09%","-20.60%","-16.71%","-20.45%"
"Fibra Uno Administracion SA de CV","FUNO11","MX","19.80","19.79","19.81","--","--","20.30","21.46","20.78","19.30","-1.66","-7.74%","19,754,107","23.04.2020","13:30:34","78,050,000,000","19,190,000,000","9,654,439","3.48","8.69","1.09","2.29","7.29%","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-7.74%","10.18%","-33.09%","-32.40%","-25.81%","-36.34%"
"Financiero Banorte","GFNORTEO","MX","63.405","63.390","63.420","--","--","64.365","71.380","65.090","62.780","-7.975","-11.17%","12,206,870","23.04.2020","13:31:00","184,740,000,000","271,330,000,000","7,942,312","13.09","8.67","1.51","5.54","4.88%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-10.33%","-4.08%","-39.98%","-39.42%","-39.65%","-42.08%"
"First Solar Inc","FSLR.MX","MX","842.50","826.00","854.00","--","--","830.00","880.00","842.50","830.00","-37.50","-4.26%","2,208","30.04.2020","13:11:04","88,200,000,000","","8,246","-","-","-","-","-","Neutral","Neutral","Venta","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","-4.26%","6.11%","-5.59%","-22.99%","-15.75%","57.48%"
"Fomento Economico Mexicano UBD","FEMSAUBD","MX","142.97","142.95","143.00","--","--","142.48","146.72","145.24","142.48","-3.75","-2.56%","2,683,475","23.04.2020","13:30:45","2.55T","866,590,000,000","3,455,753","6.67","25.08","0.75","-","1.3%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-2.57%","-1.87%","-10.21%","-19.99%","-20.18%","-17.84%"
"Ford Motor Company","F.MX","MX","120.01","120.01","123.99","--","--","120.00","122.00","122.00","117.99","-1.99","-1.63%","232","28.04.2020","13:11:03","484,470,000,000","","6,523","-","-","-","-","-","Venta","Venta fuerte","Neutral","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","-1.63%","13.22%","-11.10%","-31.42%","-29.41%","-45.94%"
"Freeport-McMoran Copper & Gold Inc","FCX.MX","MX","151.60","114.00","177.00","--","--","176.72","159.00","177.00","151.60","-7.40","-4.65%","10,218","28.04.2020","11:45:23","211,600,000,000","","28,592","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","-4.65%","11.47%","-20.63%","-38.65%","-37.36%","-36.57%"
"GBM O","GBMO.MX","MX","9.000","8.600","8.730","--","--","9.000","9.000","9.000","9.000","0.00","0.00%","-","--","24/03","13,490,000,000","7,150,000,000","18,543","-0.12","-","0.2","0.17","4.66%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-0.99%","-0.55%","-2.17%","-30.72%","-32.79%"
"General Electric Company","GE.MX","MX","177.20","175.01","178.99","--","--","180.00","187.85","181.01","177.20","-10.65","-5.67%","467","29.04.2020","13:11:05","1.56T","","19,752","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","Neutral","Venta fuerte","Venta fuerte","-5.67%","10.75%","-13.56%","-15.62%","-7.15%","-68.47%"
"General Motors Company","GM.MX","MX","488.20","500.21","512.00","--","--","540.00","519.00","540.00","488.20","-30.80","-5.93%","2,838","06.05.2020","13:11:06","722,320,000,000","","16,812","-","-","-","-","-","Neutral","Venta","Venta fuerte","Venta","Neutral","Neutral","Venta fuerte","Venta fuerte","-5.93%","11.42%","-17.81%","-29.53%","-31.84%","-27.99%"
"Genomma Lab B","LABB","MX","18.490","18.450","18.490","--","--","18.820","20.420","19.210","18.460","-1.930","-9.45%","478,346","22.04.2020","13:31:00","19,050,000,000","12,760,000,000","2,292,349","0.89","22.69","0.62","-","-","Compra fuerte","Neutral","Neutral","Venta fuerte","Compra","Compra fuerte","Neutral","Compra fuerte","-7.86%","-4.93%","-5.55%","0.56%","36.34%","-17.62%"
"Gentera SAB de CV","GENTERA","MX","8.485","8.480","8.490","--","--","8.205","8.650","8.590","8.200","-0.165","-1.91%","3,106,264","22.04.2020","13:31:05","13,470,000,000","30,460,000,000","3,199,778","2","10.26","1.24","0.71","3.14%","Compra fuerte","Compra fuerte","Neutral","Neutral","Venta fuerte","Venta","Venta fuerte","Venta fuerte","-2.14%","-12.64%","-55.19%","-56.52%","-44.31%","-72.68%"
"Gerdau SA ADR","GGBN.MX","MX","47.820","-","-","--","--","47.850","48.760","48.500","47.500","-0.940","-1.93%","449,503","06.05.2020","12:07:19","78,970,000,000","872,170,000","46,691","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-1.93%","-17.65%","-44.52%","-48.25%","-35.67%","-27.55%"
"Gigante","GIGANTE.MX","MX","21.000","-","-","--","--","21.350","21.500","21.350","21.000","-0.500","-2.33%","308","01.05.2020","10:48:10","21,380,000,000","32,450,000,000","246,755","0.6","35.58","1.03","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-2.33%","-7.89%","-27.84%","-40.69%","-32.26%","-46.15%"
"Gilead Sciences Inc","GILD.MX","MX","1,750.00","-","-","--","--","1,715.50","1,700.00","1,750.00","1,700.00","+50.00","+2.94%","549","30.04.2020","13:11:03","2.21T","","6,141","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","2.94%","-1.61%","29.63%","41.13%","42.36%","38.45%"
"Gmexico","GMEXICOB","MX","41.405","41.400","41.410","--","--","41.920","44.290","43.845","41.085","-2.885","-6.51%","3,627,626","27.04.2020","13:30:50","325,760,000,000","290,750,000","8,304,510","3.69","13.27","1.25","3.18","4.77%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","-6.47%","4.66%","-10.76%","-20.12%","-21.10%","-26.82%"
"GMexico Transportes SA de CV","GMXT.MX","MX","23.650","23.640","23.650","--","--","21.070","21.220","25.190","20.780","+2.430","+11.45%","453,224","22.04.2020","13:11:01","87,570,000,000","47,630,000,000","874,657","1.47","14.41","-","1.2","-","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","10.08%","4.85%","-11.35%","-6.97%","-10.57%","-"
"Goldman Sachs Group Inc","GS.MX","MX","3,765.00","3,724.00","3,808.00","--","--","3,749.75","3,780.00","3,768.00","3,749.75","-15.00","-0.40%","803","21.04.2020","13:11:02","1.29T","","1,486","-","-","-","-","-","Compra fuerte","Compra fuerte","Neutral","Compra","Neutral","Neutral","Venta fuerte","Venta fuerte","-0.32%","8.18%","-2.86%","-13.81%","2.35%","-13.72%"
"Gruma SAB de CV","GRUMAB","MX","178.02","178.03","178.15","--","--","178.29","185.32","185.12","178.00","-7.30","-3.94%","726,024","22.04.2020","13:31:05","79,720,000,000","133,860,000,000","713,731","11.46","17.7","0.81","4.37","2.29%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-2.61%","-1.79%","-4.53%","-7.03%","-8.85%","-32.80%"
"Grupe SAB de CV","CIDMEGA.MX","MX","40.370","-","-","--","--","40.370","42.490","40.370","40.370","0.00","0.00%","-","--","18/03","2,660,000,000","2,690,000,000","30,904","4.13","9.78","-","-","-","Venta","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","0.00%","-4.99%","-10.69%","-10.09%","-13.16%"
"Grupo Aeroportuario del Pacifico SAB De CV Class B","GAPB","MX","132.03","132.01","132.05","--","--","135.67","145.36","138.46","127.72","-13.33","-9.17%","1,139,640","23.04.2020","13:30:49","67,830,000,000","16,230,000,000","1,315,246","9.74","25.06","1.02","11.05","4.35%","Compra fuerte","Neutral","Venta fuerte","Venta fuerte","Venta","Venta fuerte","Venta fuerte","Venta fuerte","-9.51%","10.53%","-38.44%","-41.46%","-22.95%","-25.58%"
"Grupo Carso A1","GCARSOA1","MX","51.505","51.500","51.510","--","--","51.735","56.630","52.000","51.050","-5.125","-9.05%","300,780","26.03.2020","13:31:02","117,360,000,000","102,480,000,000","478,430","4.03","13.56","0.83","0.93","1.72%","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-9.18%","-9.21%","-4.81%","-26.34%","-30.35%","-43.36%"
"Grupo Cementos","GCC.MX","MX","69.730","69.730","69.770","--","--","67.000","69.380","70.150","65.010","+0.350","+0.50%","1,307,861","28.04.2020","13:10:57","22,990,000,000","20,550,000","370,509","8.07","8.6","1.24","0.98","1.18%","Venta","Neutral","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.61%","-2.61%","-28.76%","-30.80%","-34.21%","-17.39%"
"Grupo Comercial Chedraui B","CHDRAUIB.MX","MX","24.550","24.560","24.620","--","--","25.100","25.460","25.950","23.780","-0.910","-3.57%","364,029","22.04.2020","13:11:02","23,470,000,000","129,150,000,000","536,149","1.63","15.61","0.6","-","1.6%","Compra","Compra fuerte","Neutral","Venta fuerte","Neutral","Neutral","Venta fuerte","Venta fuerte","-3.61%","8.54%","-3.12%","-9.51%","-35.35%","-40.28%"
"Grupo Famsa A","GFAMSAA.MX","MX","2.210","2.200","2.210","--","--","2.280","2.280","2.280","2.190","-0.070","-3.07%","79,223","26.03.2020","12:53:14","1,220,000,000","20,530,000,000","45,852","0.87","2.62","1.06","-","-","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.07%","-10.16%","-28.01%","-50.45%","-67.26%","-68.74%"
"Grupo Financiero Inbursa","GFINBURO","MX","16.450","16.440","16.460","--","--","16.610","17.890","16.980","16.130","-1.440","-8.05%","992,324","22.04.2020","13:30:57","109,250,000,000","93,340,000,000","3,310,576","1.99","11.55","0.84","1.5","6.52%","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-8.13%","-0.81%","-22.18%","-29.13%","-40.95%","-49.23%"
"Grupo Gicsa SA de CV","GICSAB","MX","4.21","4.20","4.21","--","--","4.13","4.62","4.27","4.00","-0.41","-8.87%","345,655","22.04.2020","13:30:37","6,240,000,000","6,340,000,000","1,276,474","4.43","1.5","0.83","-","-","Compra fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-8.87%","-4.97%","-34.93%","-42.88%","-27.41%","-66.77%"
"Grupo Hotelero Santa Fe SAB de CV","HOTEL.MX","MX","4.260","4.260","4.270","--","--","4.250","4.320","4.350","4.250","-0.060","-1.39%","570,818","16.04.2020","13:06:34","2,070,000,000","2,240,000,000","716,162","0.37","11.73","0.74","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-1.39%","-6.58%","-24.33%","-32.59%","-45.38%","-59.04%"
"Grupo Industrial Saltillo SAB de CV","GISSAA.MX","MX","19.20","19.20","21.11","--","--","18.84","19.20","19.20","18.84","0.00","0.00%","3,102","16.04.2020","12:03:18","6,540,000,000","17,130,000,000","61,031","1.4","13.73","0.9","1.17","-","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-2.74%","-12.17%","-16.52%","-9.86%","-47.40%"
"Grupo LALA SA de CV","LALAB","MX","10.99","10.98","11.00","--","--","10.98","11.51","11.13","10.89","-0.52","-4.52%","1,840,693","27.04.2020","13:30:49","27,160,000,000","113,370,000,000","1,949,219","1.05","15.35","0.9","0.62","3.2%","Compra","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-5.30%","4.31%","-25.39%","-33.29%","-56.83%","-68.41%"
"Grupo Mexicano de Desarrollo (GMD)","GMD.MX","MX","16.750","-","-","--","--","16.750","16.800","16.750","16.750","0.00","0.00%","-","--","25/03","3,060,000,000","4,140,000,000","1,970","1.41","11.87","0.06","-","-","Compra","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-0.30%","-0.30%","-4.29%","-17.85%","-40.18%"
"Grupo Nacional Provincial","GNP.MX","MX","41.000","-","-","--","--","41.000","41.000","41.000","41.000","0.00","0.00%","-","03.06.2020","04/02","9,170,000,000","51,720,000,000","2,533","18.34","2.24","-","7.21","32.79%","","","","","","","","","0.00%","0.00%","0.00%","0.00%","5.13%","30.99%"
"Grupo Palacio 1","GPH1.MX","MX","57.800","57.810","70.000","--","--","57.800","58.040","57.800","57.800","0.00","0.00%","-","03.06.2020","04/02","21,840,000,000","35,610,000,000","224","7.04","8.2","-","3.92","6.78%","","","","","","","","","0.00%","0.00%","0.00%","0.00%","-0.41%","0.50%"
"Grupo Posadas A","POSADASA.MX","MX","23.000","-","-","--","--","23.000","25.000","23.000","23.000","-2.000","-8.00%","516","--","12:22:47","11,410,000,000","13,120,000,000","392,808","-0.18","-","0.97","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-8.00%","-14.18%","-32.35%","-39.47%","-39.47%","-50.00%"
"Grupo Profuturo","GPROFUT.MX","MX","55.500","49.810","55.500","--","--","55.500","55.500","55.500","55.500","0.00","0.00%","-","--","24/03","15,820,000,000","33,130,000,000","20,556","8.3","6.69","0.43","4.56","7.39%","Venta","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-9.02%","-20.71%","-19.57%","-31.40%","-11.90%"
"Grupo Radio Centro A","RCENTROA.MX","MX","5.000","-","-","--","--","5.000","5.400","5.000","5.000","0.000","0.00%","401","21.04.2020","11:05:19","1,280,000,000","1,570,000,000","262","-1.97","-","0.01","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-7.41%","-9.09%","-16.67%","-48.45%","-56.71%"
"Grupo Sanborns SAB de CV","GSANBORB1.MX","MX","23.00","23.00","23.23","--","--","23.00","23.00","23.00","23.00","0.00","0.00%","-","23.04.2020","21/02","51,990,000,000","53,290,000,000","28,029","1.3","17.65","0.17","0.92","5.96%","Venta","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Compra fuerte","0.00%","0.00%","0.00%","-6.12%","22.99%","7.93%"
"Grupo Sports","SPORTS.MX","MX","15.990","15.910","15.980","--","--","15.990","16.000","15.990","15.990","0.00","0.00%","-","23.04.2020","20/03","1,310,000,000","3,000,000,000","4,582","-0.88","-","0.36","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","0.00%","-17.58%","-22.75%","-19.20%","-6.93%"
"Grupo Televisa SAB Unit","TLEVISACPO","MX","26.10","26.05","26.08","--","--","27.13","29.21","28.64","25.50","-3.11","-10.65%","1,682,119","27.04.2020","13:30:56","123,850,000,000","101,490,000,000","3,000,469","0.79","54.41","1.04","-","0.82%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-11.37%","-4.82%","-29.70%","-41.65%","-37.55%","-73.94%"
"Grupo Traxion SAB de CV","TRAXIONA.MX","MX","12.180","12.100","12.180","--","--","11.890","12.000","12.630","11.300","+0.180","+1.50%","502,796","--","13:10:46","6,530,000,000","12,160,000,000","839,130","0.84","14.33","-","-","-","Compra fuerte","Neutral","Compra fuerte","Compra","Venta","Venta fuerte","Venta fuerte","Venta fuerte","0.83%","-5.25%","-20.60%","-20.86%","-8.95%","-"
"Grupo Vasconia","VASCONI.MX","MX","25.010","-","-","--","--","25.010","25.140","25.010","25.010","+0.000","+0.00%","-","--","26/03","2,180,000,000","3,070,000,000","119","0.28","89.52","-","0.09","0.36%","Compra fuerte","Compra fuerte","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","-0.52%","-0.52%","-0.52%","3.01%","8.74%"
"Halliburton Company","HAL.MX","MX","151.74","149.01","151.99","--","--","160.00","160.00","160.00","146.99","-8.26","-5.16%","5,056","20.04.2020","13:11:05","130,260,000,000","","11,471","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-5.16%","22.32%","-54.97%","-67.16%","-72.51%","-83.14%"
"Herdez","HERDEZ.MX","MX","29.320","29.270","29.310","--","--","28.970","29.630","29.320","28.800","-0.310","-1.05%","205,313","23.04.2020","13:06:18","12,800,000,000","33,290,000,000","395,701","2.95","10.04","0.63","1.1","4.27%","Compra fuerte","Compra","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-1.05%","-1.05%","-17.32%","-21.96%","-31.77%","-23.92%"
"Holding Monex SAB de CV","MONEXB.MX","MX","12.50","11.75","12.40","--","--","12.50","12.50","12.50","12.50","0.00","0.00%","-","22.04.2020","23/03","6,700,000,000","6,730,000,000","13,845","2.58","4.85","0.26","0.47","3.73%","Compra","Compra","Compra","Compra","Compra fuerte","Compra fuerte","Compra","Venta fuerte","0.00%","0.00%","4.17%","4.17%","-14.38%","-30.17%"
"Home Depot Inc","HD.MX","MX","4,448.95","4,422.01","4,520.99","--","--","4,475.00","4,461.05","4,475.00","4,356.00","-12.10","-0.27%","488","19.05.2020","13:11:02","4.81T","","1,973","-","-","-","-","-","Compra fuerte","Compra","Compra","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","-0.27%","19.37%","5.55%","8.57%","20.91%","60.37%"
"Honeywell International Inc","HON.MX","MX","3,168.00","-","-","--","--","3,202.00","3,230.00","3,202.00","3,119.00","0.00","0.00%","-","17.04.2020","26/03","2.21T","","786","-","-","-","-","-","Neutral","Compra","Compra fuerte","Compra fuerte","Compra","Compra","Neutral","Compra fuerte","0.00%","9.80%","1.56%","-5.03%","3.55%","34.92%"
"Hoteles City Express SAB de CV","HCITY","MX","6.805","6.800","6.810","--","--","7.010","7.490","7.030","6.700","-0.685","-9.15%","869,946","22.04.2020","13:30:55","2,510,000,000","3,150,000,000","801,340","0.54","24.59","0.13","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-10.41%","-9.32%","-44.77%","-48.74%","-67.14%","-65.03%"
"HP Inc","HPQ.MX","MX","396.99","382.87","399.38","--","--","396.99","382.87","396.99","396.99","+14.12","+3.69%","126","21.05.2020","11:25:21","570,580,000,000","","10,965","-","-","-","-","-","Compra fuerte","Compra","Compra","Compra","Neutral","Neutral","Neutral","Compra","3.69%","8.40%","-6.59%","1.94%","10.08%","15.79%"
"International Business Machines","IBM.MX","MX","2,580.00","2,527.00","2,565.00","--","--","2,565.00","2,580.00","2,583.99","2,565.00","0.00","0.00%","6,148","20.04.2020","13:10:58","2.27T","","5,610","-","-","-","-","-","Venta","Neutral","Compra","Compra","Compra fuerte","Compra","Venta","Venta","0.00%","11.64%","0.78%","2.38%","-4.63%","-21.29%"
